person_age,person_gender,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
24.0,0,43296.0,0,5000.0,7.88,0.12,3.0,688,0,0,1,0,0,0,0,0,1,0,0,0,1,0
24.0,1,85039.0,0,9000.0,11.83,0.11,3.0,655,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26.0,0,20638.0,6,2400.0,12.23,0.12,3.0,576,1,0,1,0,0,0,0,0,1,0,0,1,0,0
21.0,0,39942.0,2,10000.0,13.23,0.25,3.0,547,0,1,1,0,0,0,0,0,1,0,0,0,0,1
23.0,1,100010.0,1,5000.0,8.49,0.05,2.0,552,1,0,0,0,1,0,0,0,0,0,0,0,1,0
24.0,1,106781.0,2,30000.0,18.62,0.28,3.0,680,0,1,1,0,0,0,0,0,0,0,0,0,0,0
26.0,0,181169.0,4,25000.0,9.99,0.14,4.0,573,1,0,0,0,1,0,0,0,0,0,0,0,0,1
23.0,0,26003.0,1,3000.0,12.68,0.12,3.0,553,1,0,0,0,1,0,0,0,1,0,0,0,0,1
25.0,0,81406.0,0,5000.0,13.92,0.06,4.0,662,0,1,0,0,0,0,0,0,1,0,0,0,1,0
22.0,0,34637.0,0,1000.0,10.25,0.03,3.0,582,0,1,0,0,0,0,0,0,1,0,0,0,1,0
26.0,1,41598.0,8,3300.0,15.65,0.08,2.0,539,1,0,0,0,0,0,0,0,1,0,0,0,1,0
25.0,1,145354.0,4,12000.0,11.01,0.08,3.0,641,1,0,0,0,0,1,0,0,1,0,1,0,0,0
25.0,0,65376.0,3,12000.0,16.77,0.18,2.0,603,0,1,1,0,0,0,0,0,1,0,1,0,0,0
22.0,0,78850.0,1,9000.0,9.63,0.11,3.0,663,1,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,1,87695.0,3,6700.0,13.47,0.08,4.0,654,1,0,1,0,0,0,0,0,1,1,0,0,0,0
23.0,1,44191.0,2,1200.0,13.99,0.03,3.0,641,1,0,0,0,0,0,0,0,1,0,0,0,1,0
21.0,1,72853.0,0,6000.0,6.91,0.08,2.0,676,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24.0,0,67072.0,0,12500.0,12.87,0.19,2.0,676,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25.0,1,19955.0,1,3200.0,9.32,0.16,4.0,553,0,1,0,0,0,0,0,0,1,0,0,0,1,0
21.0,1,108947.0,0,4800.0,9.62,0.04,2.0,519,1,0,0,0,0,0,0,0,1,1,0,0,0,0
24.0,0,87439.0,4,8000.0,10.0,0.09,2.0,591,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22.0,1,43153.0,0,5000.0,11.01,0.12,2.0,650,1,0,1,0,0,0,0,0,1,0,0,0,0,0
24.0,0,136330.0,2,8600.0,13.11,0.06,4.0,659,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26.0,1,48919.0,5,6925.0,15.99,0.14,4.0,620,1,0,0,0,0,0,0,0,1,0,0,0,1,0
25.0,1,51366.0,6,10000.0,14.91,0.19,2.0,669,0,1,1,0,0,0,0,0,1,0,0,0,0,1
22.0,1,44138.0,0,12375.0,11.01,0.28,3.0,624,1,0,0,0,1,0,0,0,0,0,0,0,1,0
23.0,1,107864.0,2,7000.0,11.01,0.06,3.0,651,1,0,0,0,0,1,0,0,1,1,0,0,0,0
21.0,0,56255.0,0,5200.0,17.27,0.09,3.0,599,0,1,1,0,0,0,0,0,1,0,0,0,1,0
22.0,0,37611.0,0,3000.0,11.49,0.08,3.0,544,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23.0,0,32230.0,2,7800.0,10.59,0.24,3.0,651,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21.0,0,60658.0,0,9000.0,13.49,0.15,2.0,654,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22.0,1,54029.0,0,3600.0,7.37,0.07,2.0,618,1,0,0,0,0,0,0,0,1,0,0,0,1,0
23.0,0,37260.0,1,8400.0,11.01,0.23,2.0,704,0,1,1,0,0,0,0,0,1,0,0,1,0,0
24.0,1,56680.0,2,2000.0,7.66,0.04,2.0,660,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,0,91104.0,1,25000.0,14.96,0.27,3.0,585,1,0,0,0,1,0,0,0,0,0,0,0,0,1
22.0,0,36651.0,0,10000.0,11.86,0.27,4.0,532,0,1,0,0,1,0,0,0,1,1,0,0,0,0
25.0,1,33312.0,1,7300.0,11.14,0.22,4.0,645,1,0,0,0,1,0,0,0,1,0,0,0,0,1
22.0,0,139162.0,1,12000.0,5.99,0.09,3.0,589,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,1,39668.0,0,5500.0,11.01,0.14,2.0,679,1,0,0,0,1,0,0,0,0,0,0,0,0,0
25.0,0,81082.0,4,25000.0,10.91,0.31,3.0,681,0,1,0,0,0,1,0,0,0,0,0,0,1,0
25.0,0,115918.0,4,21000.0,14.65,0.18,4.0,649,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24.0,1,59388.0,1,10000.0,13.85,0.17,3.0,576,1,0,0,0,0,0,0,0,1,1,0,0,0,0
21.0,1,37017.0,0,7000.0,10.99,0.19,3.0,658,1,0,0,0,1,0,0,0,1,0,0,0,0,1
26.0,1,210927.0,1,17000.0,9.88,0.08,2.0,672,1,0,0,0,0,1,0,0,1,1,0,0,0,0
25.0,0,72972.0,0,10000.0,11.01,0.14,4.0,665,1,0,0,0,0,1,0,0,1,1,0,0,0,0
24.0,1,59742.0,0,5000.0,13.79,0.08,4.0,663,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22.0,1,63605.0,1,15000.0,12.86,0.24,2.0,664,1,0,1,0,0,0,0,0,0,1,0,0,0,0
26.0,1,42851.0,4,12875.0,11.01,0.3,3.0,666,0,1,0,0,0,0,0,0,1,1,0,0,0,0
25.0,0,44317.0,3,15000.0,15.05,0.34,2.0,613,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22.0,1,80936.0,0,11000.0,17.99,0.14,2.0,646,0,1,0,0,1,0,0,0,0,0,0,1,0,0
22.0,0,21269.0,0,4750.0,13.85,0.22,4.0,667,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21.0,1,74552.0,1,4000.0,11.01,0.05,2.0,659,0,1,1,0,0,0,0,0,0,0,1,0,0,0
24.0,1,63947.0,1,5000.0,7.74,0.08,4.0,649,1,0,1,0,0,0,0,0,1,1,0,0,0,0
23.0,0,66963.0,1,18500.0,13.16,0.28,3.0,540,0,0,0,0,1,0,0,1,0,0,0,0,0,1
25.0,1,58809.0,4,3200.0,11.01,0.05,4.0,688,0,1,0,0,0,1,0,0,1,0,1,0,0,0
25.0,1,89934.0,3,16000.0,8.49,0.18,3.0,702,1,0,0,0,0,0,0,1,0,0,0,1,0,0
24.0,1,100365.0,4,20000.0,11.01,0.2,4.0,649,1,0,1,0,0,0,0,0,0,0,1,0,0,0
25.0,1,8000.0,5,1000.0,9.64,0.12,4.0,631,0,1,1,0,0,0,0,0,1,1,0,0,0,0
26.0,1,57329.0,3,6000.0,14.91,0.1,3.0,654,1,0,0,0,1,0,0,0,0,0,0,0,1,0
22.0,1,47259.0,1,5000.0,11.49,0.11,3.0,617,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22.0,0,96933.0,0,9500.0,11.71,0.1,3.0,592,1,0,1,0,0,0,0,0,0,0,0,0,0,1
24.0,0,188112.0,0,15000.0,10.25,0.08,2.0,594,1,0,1,0,0,0,0,0,0,0,0,0,1,0
24.0,1,58813.0,0,10000.0,7.49,0.17,3.0,680,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25.0,0,53031.0,1,3000.0,13.8,0.06,2.0,604,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25.0,0,96961.0,1,11200.0,11.01,0.12,2.0,630,1,0,1,0,0,0,0,0,1,0,0,1,0,0
23.0,1,98182.0,0,18000.0,13.98,0.18,4.0,594,0,0,0,0,1,0,0,0,1,1,0,0,0,0
25.0,1,92111.0,2,5000.0,7.9,0.05,3.0,619,1,0,1,0,0,0,0,0,1,1,0,0,0,0
23.0,1,163497.0,0,12500.0,15.99,0.08,4.0,650,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22.0,0,66829.0,0,1400.0,13.49,0.02,3.0,626,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,1,33922.0,1,4250.0,10.99,0.13,4.0,680,0,0,1,0,0,0,0,0,1,1,0,0,0,0
25.0,1,51547.0,3,9100.0,11.01,0.18,3.0,579,1,0,0,0,0,1,0,0,0,0,0,1,0,0
24.0,0,52728.0,1,24000.0,10.62,0.46,2.0,493,1,0,1,0,0,0,0,0,0,1,0,0,0,0
25.0,1,31025.0,2,2500.0,12.98,0.08,4.0,604,1,0,0,0,0,1,0,0,1,0,0,0,0,0
25.0,0,87294.0,2,3200.0,6.39,0.04,4.0,463,1,0,0,0,1,0,0,0,0,0,0,0,0,1
23.0,0,166745.0,0,2700.0,11.86,0.02,4.0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26.0,1,192757.0,1,18325.0,7.49,0.1,2.0,647,1,0,1,0,0,0,0,0,0,0,1,0,0,0
24.0,0,77480.0,1,4000.0,20.0,0.05,2.0,559,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24.0,1,62453.0,0,9600.0,15.31,0.15,4.0,649,1,0,1,0,0,0,0,0,1,0,0,0,1,0
22.0,0,36956.0,4,7000.0,9.62,0.19,4.0,624,0,1,1,0,0,0,0,0,1,1,0,0,0,0
22.0,1,27354.0,4,8500.0,15.05,0.31,4.0,667,1,0,0,0,0,1,0,1,0,0,0,0,0,0
24.0,1,29542.0,1,7000.0,10.38,0.24,4.0,628,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26.0,0,266319.0,4,9000.0,11.26,0.03,2.0,637,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21.0,1,24035.0,0,2400.0,9.91,0.1,4.0,644,1,0,0,0,0,0,0,1,0,0,0,1,0,0
25.0,0,78973.0,7,15000.0,13.49,0.19,3.0,657,1,0,0,0,0,0,0,0,1,0,1,0,0,0
23.0,0,78972.0,0,5500.0,7.88,0.07,2.0,656,0,0,0,0,0,1,0,0,0,1,0,0,0,0
26.0,1,174718.0,2,10000.0,10.99,0.06,3.0,628,1,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,0,95426.0,0,7000.0,7.68,0.07,3.0,553,0,1,0,0,0,1,0,0,0,0,0,0,1,0
23.0,1,26120.0,3,6000.0,15.27,0.23,2.0,600,1,0,0,0,0,0,0,1,0,0,0,0,0,1
26.0,1,29774.0,0,6000.0,6.62,0.2,2.0,688,1,0,0,0,0,1,0,0,1,0,0,1,0,0
22.0,1,51739.0,0,3600.0,7.37,0.07,3.0,646,1,0,0,0,0,0,0,0,1,0,0,0,1,0
24.0,0,57209.0,0,9000.0,11.49,0.16,3.0,580,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24.0,1,78706.0,0,12000.0,9.91,0.15,4.0,537,1,0,0,0,0,1,0,0,0,1,0,0,0,0
22.0,1,80301.0,2,16800.0,13.49,0.21,2.0,588,0,0,1,0,0,0,0,0,1,0,0,0,1,0
21.0,1,72993.0,0,6000.0,10.62,0.08,2.0,597,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25.0,1,37910.0,2,2000.0,11.12,0.05,4.0,683,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26.0,0,61223.0,5,18950.0,11.01,0.31,3.0,656,0,1,1,0,0,0,0,0,1,0,0,0,1,0
23.0,1,97286.0,0,12000.0,13.48,0.12,4.0,558,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,0,49917.0,2,1000.0,6.99,0.02,2.0,627,1,0,0,0,1,0,0,1,0,0,0,0,1,0
25.0,0,181073.0,4,8750.0,7.74,0.05,2.0,598,1,0,0,0,1,0,0,0,1,0,1,0,0,0
23.0,1,146847.0,3,14000.0,13.48,0.1,4.0,673,1,0,0,0,0,0,0,0,1,0,0,1,0,0
22.0,0,34601.0,0,2200.0,15.95,0.06,3.0,511,0,1,0,0,0,0,0,0,1,1,0,0,0,0
22.0,0,36840.0,0,6000.0,12.42,0.16,4.0,589,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.0,1,37125.0,3,3000.0,15.2,0.08,4.0,651,1,0,1,0,0,0,0,0,1,0,0,0,1,0
21.0,0,49193.0,1,15000.0,13.16,0.3,4.0,660,0,0,0,0,0,1,0,1,0,0,0,0,1,0
22.0,0,157122.0,0,14500.0,11.01,0.09,2.0,599,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22.0,1,51250.0,0,2500.0,15.62,0.05,2.0,705,0,0,0,0,0,1,0,0,1,0,0,0,1,0
24.0,0,118440.0,2,12000.0,7.49,0.1,2.0,635,1,0,0,0,1,0,0,1,0,0,0,0,0,1
26.0,1,51254.0,1,4500.0,7.66,0.09,2.0,644,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24.0,0,78958.0,0,1525.0,5.42,0.02,3.0,695,1,0,1,0,0,0,0,0,0,0,0,0,0,1
21.0,0,55246.0,0,18000.0,7.88,0.33,2.0,637,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23.0,1,26116.0,0,7500.0,12.69,0.29,2.0,630,1,0,1,0,0,0,0,1,0,1,0,0,0,0
24.0,0,47708.0,2,16000.0,19.91,0.34,3.0,600,0,1,1,0,0,0,0,0,1,0,0,0,0,0
24.0,1,85101.0,1,24250.0,12.18,0.28,2.0,614,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25.0,1,115071.0,4,18000.0,10.99,0.16,3.0,684,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26.0,1,61929.0,3,12000.0,6.17,0.19,4.0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26.0,1,241002.0,7,15000.0,14.79,0.06,4.0,667,0,0,0,0,0,1,0,0,0,0,0,1,0,0
21.0,0,79356.0,0,13250.0,10.37,0.17,4.0,556,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24.0,1,41852.0,0,10000.0,12.18,0.24,4.0,646,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22.0,1,52222.0,1,13500.0,10.95,0.26,4.0,578,0,1,0,0,1,0,0,0,1,1,0,0,0,0
23.0,0,53770.0,0,6000.0,14.22,0.11,3.0,632,1,0,1,0,0,0,0,0,1,0,0,0,1,0
22.0,1,47561.0,0,5000.0,6.99,0.11,2.0,520,1,0,0,0,1,0,0,0,1,1,0,0,0,0
22.0,0,61452.0,2,5300.0,14.42,0.09,2.0,653,0,0,0,0,0,1,0,0,1,1,0,0,0,0
25.0,1,180898.0,6,20000.0,8.88,0.11,4.0,641,1,0,0,0,1,0,0,0,0,0,1,0,0,0
21.0,0,26668.0,0,7575.0,11.01,0.28,2.0,653,1,0,0,0,0,0,0,0,0,0,0,1,0,0
25.0,0,96914.0,5,18000.0,5.79,0.19,3.0,579,1,0,0,0,0,1,0,0,0,0,0,0,1,0
21.0,1,31281.0,2,8800.0,9.33,0.28,3.0,669,1,0,0,0,1,0,0,1,0,1,0,0,0,0
22.0,1,144913.0,4,5000.0,14.79,0.03,3.0,637,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22.0,1,61553.0,0,6000.0,11.83,0.1,2.0,648,1,0,1,0,0,0,0,1,0,1,0,0,0,0
22.0,0,60583.0,1,5200.0,6.62,0.09,3.0,560,1,0,1,0,0,0,0,0,0,1,0,0,0,0
24.0,1,47564.0,5,1500.0,15.62,0.03,3.0,560,1,0,0,0,1,0,0,0,1,0,0,1,0,0
25.0,1,37107.0,3,2000.0,14.22,0.05,2.0,662,1,0,1,0,0,0,0,0,1,1,0,0,0,0
24.0,1,47969.0,3,5600.0,5.42,0.12,4.0,691,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24.0,1,49064.0,2,2500.0,9.99,0.05,3.0,557,1,0,0,0,1,0,0,0,0,0,0,0,0,1
22.0,1,72903.0,0,5600.0,7.49,0.08,4.0,533,1,0,0,0,1,0,0,0,0,0,0,0,0,1
25.0,0,94293.0,4,14200.0,11.48,0.15,3.0,595,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,0,86002.0,0,20000.0,13.36,0.23,2.0,631,0,1,0,0,0,1,0,0,1,0,0,0,0,0
24.0,1,156910.0,5,25000.0,11.83,0.16,3.0,637,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,1,105295.0,2,25000.0,10.99,0.24,4.0,678,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25.0,1,108757.0,0,10000.0,12.42,0.09,4.0,633,1,0,0,0,0,0,0,0,1,1,0,0,0,0
23.0,1,38034.0,1,5000.0,11.86,0.13,4.0,600,1,0,0,0,0,1,0,1,0,0,0,0,0,1
25.0,0,105272.0,4,13000.0,11.26,0.12,4.0,477,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25.0,1,39586.0,7,15000.0,16.45,0.38,2.0,610,0,1,1,0,0,0,0,0,1,0,0,1,0,0
24.0,0,38359.0,3,10000.0,14.65,0.26,3.0,701,0,1,1,0,0,0,0,0,1,1,0,0,0,0
25.0,1,58824.0,5,4800.0,10.74,0.08,4.0,577,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25.0,0,73422.0,3,12500.0,11.49,0.17,4.0,578,1,0,1,0,0,0,0,0,0,1,0,0,0,0
23.0,1,24977.0,1,5950.0,13.49,0.24,3.0,538,0,0,0,0,1,0,0,0,1,0,0,1,0,0
24.0,1,67317.0,2,5500.0,8.59,0.08,4.0,615,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26.0,1,199247.0,2,20000.0,13.22,0.1,2.0,659,1,0,0,0,0,1,0,0,0,1,0,0,0,0
25.0,1,101510.0,6,4500.0,12.18,0.04,2.0,576,1,0,0,0,0,1,0,0,1,0,0,0,1,0
25.0,1,101860.0,3,8500.0,11.83,0.08,4.0,652,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24.0,0,41917.0,2,5000.0,14.96,0.12,4.0,656,0,1,0,0,1,0,0,0,1,1,0,0,0,0
23.0,1,36813.0,0,4800.0,7.49,0.13,4.0,655,1,0,0,0,0,1,0,0,1,0,0,0,0,0
22.0,1,46404.0,1,8500.0,5.42,0.18,2.0,636,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0,1,35717.0,0,8000.0,8.9,0.22,2.0,640,1,0,0,0,1,0,0,0,0,0,0,0,0,1
21.0,0,73062.0,0,10000.0,12.18,0.14,2.0,582,0,0,1,0,0,0,0,0,1,1,0,0,0,0
23.0,1,97920.0,2,7200.0,9.25,0.07,3.0,670,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25.0,1,71015.0,0,20000.0,14.09,0.28,4.0,603,0,1,0,0,0,0,0,0,0,0,0,1,0,0
23.0,1,51254.0,1,4400.0,11.89,0.09,4.0,605,1,0,0,0,0,0,0,1,0,1,0,0,0,0
25.0,1,87486.0,1,17000.0,7.88,0.19,3.0,548,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22.0,0,29771.0,0,8800.0,9.32,0.3,2.0,559,0,1,0,0,0,0,0,0,1,0,0,0,1,0
23.0,0,39966.0,1,4500.0,7.49,0.11,3.0,583,1,0,0,0,1,0,0,0,1,0,0,1,0,0
24.0,1,73525.0,4,7000.0,8.59,0.1,4.0,543,1,0,0,0,1,0,0,0,1,0,0,0,0,0
21.0,1,43920.0,0,18500.0,10.91,0.42,2.0,635,0,1,0,0,0,0,0,0,1,0,0,1,0,0
23.0,0,61003.0,2,18225.0,10.74,0.3,3.0,667,0,1,0,0,0,0,0,0,1,0,0,0,0,1
26.0,1,157021.0,3,4550.0,13.57,0.03,4.0,631,0,0,0,0,1,0,0,0,1,0,1,0,0,0
21.0,1,43050.0,0,11000.0,7.88,0.26,3.0,634,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23.0,1,85131.0,4,6000.0,13.16,0.07,4.0,660,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25.0,0,41507.0,6,3600.0,16.02,0.09,3.0,706,0,1,0,0,0,0,0,0,1,0,0,0,0,1
21.0,0,78864.0,0,12000.0,11.71,0.15,3.0,671,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25.0,1,66893.0,0,8500.0,14.22,0.13,3.0,559,1,0,0,0,0,0,0,0,1,0,1,0,0,0
22.0,1,53373.0,1,10000.0,14.96,0.19,2.0,604,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22.0,0,61291.0,0,11000.0,15.68,0.18,3.0,659,0,0,0,0,1,0,0,0,0,1,0,0,0,0
25.0,1,58726.0,1,7000.0,12.09,0.12,2.0,591,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24.0,1,48970.0,1,5000.0,6.17,0.1,2.0,613,1,0,1,0,0,0,0,0,1,1,0,0,0,0
25.0,1,28622.0,2,6000.0,8.0,0.21,2.0,613,1,0,0,0,1,0,0,0,1,0,0,0,0,1
22.0,0,58246.0,1,4000.0,11.01,0.07,3.0,541,0,0,1,0,0,0,0,0,1,0,0,0,0,1
23.0,1,101670.0,0,12500.0,6.54,0.12,4.0,633,1,0,0,0,0,0,0,0,1,1,0,0,0,0
23.0,0,76803.0,1,20000.0,7.9,0.26,3.0,632,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1,70689.0,0,2500.0,12.53,0.04,4.0,696,1,0,1,0,0,0,0,0,0,0,0,0,0,1
24.0,0,90715.0,3,29800.0,11.01,0.33,3.0,623,1,0,1,0,0,0,0,1,0,0,0,0,0,1
20.0,1,226515.0,0,2000.0,8.59,0.01,2.0,598,1,0,1,0,0,0,0,0,0,0,0,0,1,0
25.0,1,48103.0,3,3000.0,13.99,0.06,2.0,675,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24.0,1,103083.0,4,7750.0,11.12,0.08,4.0,655,1,0,0,0,0,1,0,0,0,0,0,0,0,0
26.0,1,151118.0,6,10200.0,7.49,0.07,2.0,538,1,0,0,0,1,0,0,0,0,0,0,0,1,0
24.0,1,65344.0,2,11000.0,5.42,0.17,2.0,651,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,1,66964.0,1,10200.0,12.73,0.15,2.0,639,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24.0,0,169984.0,3,10000.0,7.49,0.06,2.0,590,1,0,0,0,1,0,0,1,0,1,0,0,0,0
22.0,0,43013.0,1,1000.0,13.98,0.02,3.0,558,0,0,0,0,1,0,0,0,1,1,0,0,0,0
24.0,1,25162.0,0,7550.0,14.79,0.3,3.0,561,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22.0,1,45399.0,0,7500.0,10.95,0.17,3.0,657,1,0,1,0,0,0,0,0,0,0,0,0,0,1
25.0,1,80978.0,2,7000.0,8.94,0.09,2.0,588,1,0,1,0,0,0,0,0,1,0,0,1,0,0
21.0,1,69191.0,0,8000.0,10.65,0.12,2.0,665,0,0,0,0,0,1,0,1,0,0,0,0,0,1
22.0,1,62183.0,1,7500.0,5.99,0.12,3.0,676,0,0,1,0,0,0,0,0,1,1,0,0,0,0
23.0,1,168807.0,2,16400.0,15.96,0.1,2.0,621,0,0,1,0,0,0,0,1,0,1,0,0,0,0
25.0,0,72900.0,5,3000.0,14.59,0.04,4.0,585,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25.0,1,84929.0,4,5050.0,5.42,0.06,3.0,654,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25.0,0,58390.0,2,9000.0,13.79,0.15,2.0,660,1,0,1,0,0,0,0,0,1,0,0,1,0,0
25.0,0,84731.0,5,7000.0,13.79,0.08,2.0,709,0,0,0,0,0,1,0,0,1,0,1,0,0,0
26.0,0,98157.0,0,21000.0,16.95,0.21,2.0,543,0,1,1,0,0,0,0,0,1,0,0,0,0,1
22.0,0,29715.0,1,1500.0,18.79,0.05,4.0,669,0,1,0,0,0,0,0,0,1,0,0,0,1,0
22.0,1,108838.0,0,16000.0,6.03,0.15,3.0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0,0,52241.0,2,12000.0,8.9,0.23,3.0,601,1,0,0,0,1,0,0,0,1,0,0,0,1,0
23.0,0,79007.0,0,13600.0,15.62,0.17,3.0,707,1,0,1,0,0,0,0,0,0,1,0,0,0,0
24.0,1,75821.0,4,20000.0,11.12,0.26,2.0,580,0,1,0,0,0,1,0,0,1,0,0,0,0,1
23.0,1,54941.0,0,1775.0,12.72,0.03,2.0,602,1,0,1,0,0,0,0,0,1,1,0,0,0,0
24.0,0,55109.0,2,9200.0,11.89,0.17,4.0,628,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23.0,1,157057.0,0,20000.0,12.73,0.13,3.0,582,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22.0,1,29127.0,1,2000.0,11.89,0.07,2.0,697,0,1,0,0,0,1,0,0,1,0,1,0,0,0
22.0,0,84360.0,0,6000.0,13.48,0.07,3.0,628,1,0,0,0,1,0,0,0,0,0,0,1,0,0
24.0,0,51717.0,0,4450.0,9.32,0.09,4.0,652,1,0,0,0,1,0,0,0,1,0,0,1,0,0
25.0,1,50983.0,5,7600.0,11.12,0.15,4.0,684,0,0,0,0,1,0,0,0,1,0,0,1,0,0
25.0,0,54964.0,0,11100.0,13.11,0.2,2.0,655,1,0,1,0,0,0,0,0,1,0,0,0,1,0
21.0,0,25392.0,0,5000.0,11.01,0.2,2.0,696,0,1,0,0,0,1,0,0,1,1,0,0,0,0
24.0,1,51417.0,1,22250.0,11.11,0.43,2.0,659,1,0,1,0,0,0,0,0,0,0,0,0,0,1
21.0,1,15479.0,0,4200.0,13.48,0.27,4.0,660,0,1,0,0,1,0,0,1,0,1,0,0,0,0
22.0,1,73298.0,0,7500.0,11.66,0.1,4.0,634,0,0,0,0,1,0,0,0,0,0,0,0,1,0
26.0,0,97035.0,4,7500.0,15.23,0.08,4.0,622,0,1,1,0,0,0,0,0,0,0,0,0,1,0
24.0,0,51232.0,1,19200.0,7.9,0.37,4.0,677,1,0,1,0,0,0,0,0,0,0,0,0,1,0
24.0,0,128052.0,1,15000.0,7.49,0.12,2.0,622,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,0,48869.0,0,4750.0,11.01,0.1,3.0,658,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,1,55329.0,0,11200.0,10.59,0.2,4.0,593,1,0,0,0,1,0,0,0,1,0,0,0,1,0
24.0,1,64572.0,2,9000.0,7.49,0.14,4.0,678,0,0,1,0,0,0,0,0,1,0,0,0,1,0
22.0,1,82511.0,0,3500.0,6.39,0.04,4.0,573,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,0,70502.0,3,3000.0,6.92,0.04,2.0,655,1,0,1,0,0,0,0,0,0,0,0,1,0,0
23.0,0,48668.0,5,8250.0,9.32,0.17,3.0,673,1,0,0,0,0,1,0,0,0,0,0,1,0,0
22.0,1,49114.0,4,7000.0,11.99,0.14,3.0,553,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24.0,1,87488.0,2,8000.0,7.88,0.09,3.0,683,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24.0,0,87365.0,2,15000.0,10.99,0.17,2.0,665,0,0,1,0,0,0,0,0,1,1,0,0,0,0
23.0,1,109160.0,0,12000.0,11.01,0.11,3.0,651,1,0,0,0,0,0,0,0,0,1,0,0,0,0
